Region_ID,Date,lat_x,lon_x,ValidFrac_Land,ValidPixCount,LandPixCount,WaterFrac_Valid,WaterPixCount,WaterFrac_Valid_NoPerm,WaterPixCount_NoPerm,NDWI_mean,DSWE_mean,n_scenes,CC_min,CC_med,ROI_ValidFrac,ROI_ValidPix,lat_y,lon_y,Precip_mm,rain_sum_7,rain_sum_15,rain_sum_30,rain_sum_60,rain_sum_90,rain_days_7
22,2001-01-20,9.45004433950805,-13.150060151803617,1.0003594175299166,137690.47058823524,137641,0.0161802531224482,2227.866666666667,0.0161802531224482,2227.866666666667,-0.5520231738782524,0.0362857355244371,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.45004433950805,-13.150060151803617,0.0021159648895263,0.1335485264348787,0.5137890908173396,1.0544466787933962,1.0544466787933962,1.0544466787933962,0.0
23,2001-01-20,9.450044339509152,-13.050059694379437,0.0013124794239518,180.65098039215655,137641,0.0107671601615074,1.9450980392156865,0.0162375721790474,2.933333333333333,-0.5806855204738005,0.0161507402422611,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.450044339509152,-13.050059694379437,0.0014007091522216,0.1321329161214631,0.4037738177231622,0.8038985544800415,0.8038985544800415,0.8038985544800415,0.0
26,2001-01-20,9.550044806846229,-13.550061981519118,1.0003593890386344,137690.46666666667,137641,0.2853529181922657,39290.37647058824,0.2853529181922657,39290.37647058824,-0.2992000683408768,1.0066475617703354,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.550044806846229,-13.550061981519118,0.0064969062805175,0.1529423877286715,0.404891404812701,0.4599201494812624,0.4599201494812624,0.4599201494812624,0.0
27,2001-01-20,9.55004480684644,-13.450061524090136,1.0003593890386342,137690.46666666665,137641,0.0884471788654455,12178.333333333334,0.0884471788654455,12178.333333333334,-0.4448409116037815,0.3063131458629185,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.55004480684644,-13.450061524090136,0.0013411045074462,0.1597224160718721,0.39694908589638017,0.4862877542137758,0.4862877542137758,0.4862877542137758,0.0
28,2001-01-20,9.550044806845966,-13.35006106666091,1.0003593890386349,137690.46666666673,137641,0.0203645180954188,2804.0,0.0203645180954188,2804.0,-0.5526804215311,0.0523580184926867,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.550044806845966,-13.35006106666091,0.0019371509552001,0.17507806268213214,0.6067425343445614,1.1078077370285646,1.1078077370285646,1.1078077370285646,0.0
29,2001-01-20,9.550044806845282,-13.25006060923807,1.0003593890386349,137690.46666666673,137641,0.0011891406667225,163.73333333333335,0.0011891406667225,163.73333333333335,-0.550370974704425,0.0012448211132506,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.550044806845282,-13.25006060923807,0.0041425228118896,0.1918455943155091,0.826501134341128,1.7689089292645115,1.7689089292645115,1.7689089292645115,0.0
30,2001-01-20,9.550044806844625,-13.15006015180468,1.0003593890386342,137690.46666666665,137641,0.0,0.0,0.0,0.0,-0.5960094429215937,0.0,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.550044806844625,-13.15006015180468,0.0047683715820312,0.17899706807611399,0.8750155898979974,2.0014527255653993,2.0014527255653993,2.0014527255653993,0.0
31,2001-01-20,9.5500448068442,-13.050059694377682,0.0013128498106255,180.70196078431343,137641,0.0,0.0,0.0,0.0,-0.6336304537533824,0.0,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.5500448068442,-13.050059694377682,0.0035464763641357,0.1597745701360505,0.6727397772721125,1.472498756086792,1.472498756086792,1.472498756086792,0.0
34,2001-01-20,9.65004527412241,-13.550061981518583,1.0003593890386342,137690.46666666665,137641,0.0308842490668683,4252.466666666667,0.0308842490668683,4252.466666666667,-0.3923266102974013,0.0870459683241202,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.65004527412241,-13.550061981518583,0.0065565109252929,0.1282139107274812,0.38107189864433544,0.4469635898232118,0.4469635898232118,0.4469635898232118,0.0
35,2001-01-20,9.650045274122595,-13.45006152409026,1.0003593890386344,137690.46666666667,137641,0.0286875344068846,3950.0,0.0286875344068846,3950.0,-0.4679359441889588,0.0758687239058429,2,1.0,1.0,1.0006378472677278,6711680.298039252,9.650045274122595,-13.45006152409026,2.9802322387695312e-05,0.1291079803991122,0.3303408953598813,0.3906744534134525,0.3906744534134525,0.3906744534134525,0.0
